# Registry of RETRACTED phrasings — consumed by scripts/doc_gates.sh (gate 3).
#
# WHY: a correction ledger that says "this was propagated" is a CLAIM, not evidence.
# On 2026-08-01 the four-rule conflict theorem's retracted scope was still stated on the
# README front page, in TR-1's executive summary, in a figure alt-text, and in the
# CLAIMS_DECIDED row grading it REFUTED — invisible to three review passes precisely
# because TR-2's revision entry asserted the propagation was already done. This file
# makes the ledger self-enforcing: add a row when you retract something, and the gate
# fails if the retracted wording ever reappears.
#
# FORMAT (tab-separated, 3 columns):
#   <retracted fixed string>	<file allowed to narrate the retraction>	<note>
# The allow column is matched as a substring of the "file:line:" prefix, so it exempts
# the document that legitimately quotes the old wording while explaining the retraction.
#
# ADD A ROW EVERY TIME YOU RETRACT OR RESCOPE A PUBLISHED CLAIM.
#
# ============================================================================================
# THE CENSUS RULE (2026-09-02, prose batch B3 — backlog items 151 and 155)
#
# WHY IT IS HERE RATHER THAN IN A FINDING DOCUMENT. Five batches in one night each found a live
# site this registry could not have caught, for five structurally different reasons, and each
# wrote the lesson into its own row note. A lesson recorded five times in five notes is a lesson
# nobody applies at the sixth registration. This file is the one thing a batch is guaranteed to
# open when it registers a row, so the rule lives here and nowhere else. It is written as a
# checklist because that is the only form a later batch can be held to.
#
# THE PROPERTY THE WHOLE RULE DEFENDS: a needle matching nothing is NOT evidence the claim is
# gone. It may be evidence the needle cannot reach it. Every failure below is silent and
# reassuring — the census reports "1 -> 0", GATE 3 prints [ok], GATE 11 confirms the ledger
# entry, and the claim is still published. Every statement in that chain is true.
#
# ---- PART A: WHAT A CENSUS MUST GREP IN ADDITION TO THE REGISTERED WORDING -----------------
# Run all six before reporting a count. Each is a spelling in which the same claim survives.
#
#   A1. THE VALUE, ABBREVIATED. A retired number has spellings. Grep the full integer AND the
#       conventional short form, with and without digit-group commas, in every unit prefix the
#       corpus uses. (P76: one long-form occurrence and four short-form ones in one file, so a
#       grep for the integer EXONERATED it. Two earlier passes had been through that file.)
#
#   A2. THE CLAIM, RE-INFLECTED. Grep the claim's content words, not the registered sentence.
#       An adverb-plus-participle also appears as a hyphenated adjective, a noun phrase and a
#       relative clause. (P69: ten registered needles all spelled one form; the survivor was
#       the hyphenated adjective, and ZERO of the ten matched it when all were run mechanically.)
#
#   A3. CHARACTER VARIANTS. fold_variants() in scripts/doc_gates.sh normalises quotes, three
#       dash forms, the multiplication glyphs, >= and <=, four space widths and digit commas.
#       It deliberately does NOT fold backtick, ellipsis or the approximation glyphs — each a
#       measured decision recorded at the function. Grep the unfolded families by hand.
#
#   A4. THE LINE WRAP. git grep is line-based; GATE 3 flattens the file first. A claim spanning
#       a hard wrap is invisible to the grep that "cleared" it and visible to the gate, which
#       reports it as (spans-lines). Flatten before grepping, or trust the gate over your search.
#       (RP-face5c0c is such a site.)
#
#   A5. THE CORPUS BOUNDARY. GATE 3 sees the tracked *.md set plus reports/evidence/**. It does
#       NOT see .py, .c, .sh, .lean, .tsv or .txt. Grep those separately, ALWAYS, and expect
#       hits — the emitter is where a retracted claim reaches a reader who never opens a
#       document. (RP-40edf278: four roae.py sites. RP-20bac6b5: solve.py:1581 prints the
#       retired framing at run time, four lines below the docstring that withdraws it.)
#
#   A6. THE SAME CLAIM IN ANOTHER AUTHOR'S WORDS. Grep the claim's distinctive proper nouns and
#       its logical SHAPE — a boundary index near a universal negator, a named source near a
#       present-tense assertion — not its words. Needles-per-claim scales with the number of
#       people who ever wrote the claim, not with the number of files. (RP-9854018f: the same
#       universal, live in a second file, sharing NO substring with the first.)
#
# ---- PART B: HOW TO TELL WHEN NO SINGLE NEEDLE CAN COVER A CLAIM ---------------------------
# Any ONE of these is decisive. When one holds, register the sites separately and say in each
# note that it is one of N. Never widen a needle to force the sites into a single row.
#
#   B1. THE LIVE SITES' LONGEST COMMON SUBSTRING IS NOT THE CLAIM. If the shared span is a
#       neutral referent — a commit range, a constraint name, a file path — registering it is a
#       FALSE RETRACTION against wording the project still uses correctly. Measure the shared
#       span before choosing it. (Item 19: one claim, three grammars, three rows.)
#
#   B2. WIDENING WOULD SWALLOW A CORRECT LIVE USE. Test the wider needle FIRST with
#       allow=__none__ and read which files it hits; if any hit is correct prose, the wider
#       needle is dead. Measure, do not reason about it. (P68 measured and REJECTED a covering
#       needle on exactly this ground; RP-b2782ac4's note records a second rejection.)
#
#   B3. THE CLAIM IS NARRATED IN MORE THAN ONE FILE. The allow column holds ONE filename. Two
#       legitimate narrators need two rows, or one narrow needle per narrator. There is no third
#       option, and editing a faithful historical record so that a gate goes green is not one.
#       (RP-20bac6b5's note records the spelling that had to be given up for this reason.)
#
#   B4. WHAT WAS WITHDRAWN IS AN IMPLICATION OVER A TRUE PREMISE. The needle must carry the
#       implication. Registering the premise puts a false retraction on the permanent record
#       and, if a sweep follows the registration, drives correct statements out of the code.
#       (RP-9ef9344b: the premise is asserted correctly in two verifiers and one document.)
#
#   B5. THE SURVIVOR IS OUTSIDE THE CORPUS. No row can reach it. Disclose it by file and line in
#       the row note AND in the ledger entry, and say plainly that the row does not cover it. A
#       row that reads like coverage it does not provide is worse than no row at all.
#
# ---- PART C: WHAT TO REPORT ----------------------------------------------------------------
# A census result is "<before> -> <after>" PLUS which of A1-A6 were actually run. A bare "0 hits"
# is not a census; it is one grep. And a needle must match at least one site at HEAD before it is
# registered: a row whose needle has never matched anything cannot be distinguished, later, from
# a row whose claim was swept — both print [ok] forever.
# ============================================================================================

stated and sourced publicly above	CORRECTIONS	Retracted 2026-09-02 (Codex V2-F44 #4, prose batch P35): PARTITION_STABILITY_BOUNDARIES.md's provenance parenthetical claimed everything a reader is asked to accept is publicly sourced. False for the 560T row: canonical-archive/ is not in the tree and CANONICAL_HASHES.md's access-boundary note defines canonical-archive/... as operator-held cold blob storage, not public URLs, so analyze_v3_560T.log is not fetchable and runs/20260608_560T_9a968fa2/ holds only viz/. The 10T and 100T figures ARE publicly sourced (their analyze_output.log.gz ship in runs/). NARROWED against the reviewer's framing: this is a PUBLICATION gap, not a computation gap -- roae-private/PRIMARY_EVIDENCE_SWEEP_2026_07.md:169-170 records the exact section [6]-[8] 560T figures verified against the primary log in a 2026-07 sweep. The page now says which rows are transcriptions and where the attestation lives.
not a King Wen choice	__none__	Retracted 2026-09-02 (Codex V2-F08 #1, prose batch P37): TR-6's Abstract and PARITY_ALTERNATION.md's Result both stated the 15-alternation count as forced against an unconstrained arranger. It is forced given C1+C5, and C5 is itself read off King Wen -- reports/METHODS.md grades C5 "Extracted from KW (confirmatory, not predictive)". TR-7 section 3 made exactly this correction on 2026-07-20 (v2.1, adversarial-review F-14a: the prior phrasing smuggled the KW-derived constraints in as premise) and it reached zero of the four sibling sites for two months. TR-7's own live wording says "not an independent design choice within that constraint system", which does NOT contain this needle, so no allow row is required.
inherits rather than chooses	__none__	Same 2026-09-02 conditional-forcing retraction, TR-6 section 5(d)'s phrasing of it. Registered separately because the section-5 site words the claim as inheritance rather than as choice-denial and the Abstract needle above does not match it -- the 2026-07-20 correction missed this site for exactly that reason.
the strongest measured literature discriminator, with	__none__	Retracted 2026-09-02 (Codex V2-F08 #2, prose batch P37): TR-6 section 6 carried the Schulz gender/position-parity superlative unqualified, contradicting CITATIONS.md (which since the SAT work has said "at the time of the SAT work, x11,364; later exceeded by the S25-28 trigram rule at x5e7") and LITERATURE_RULES_POPULATION_TESTS.md's own headline "A new strongest discriminator". NEEDLE IS DELIBERATELY TRAILED BY ", with": the bare superlative is a legitimate QUALIFIED string at CITATIONS.md, where it spans a line wrap and therefore matches after GATE 3 flattens -- registering the bare phrase would have failed the gate on correct prose. The durable fix is a superlative gate, queued in roae-private/PROSE_LANE_FOLLOWUPS.md.
three independent ways	__none__	Retracted 2026-08-29 and registered 2026-09-02 (Codex V2-F08 #3, prose batch P37): the SAT leg of the 15-alternation theorem is NOT independent of the prose leg -- sat.py's BETWEEN_MULTISET fixes 2 slots at d=1 and 13 at d=3 and the encoding defines odd[s] as T[s,1] OR T[s,3], so |odd| = 15 identically and alt-le-14 / alt-ge-16 are refuted by the C5 cardinality clauses before any ordering variable is consulted. Published as "three modalities (two independently sufficient)". THEOREM UNAFFECTED. Registered three months late: no registry row existed for this retraction, so GATE 3 was blind to it while five dependents carried it.
three independent proofs	__none__	Same 2026-08-29 independence retraction, the CLAIMS_DECIDED.md scorecard form. Registered separately: the scorecard says "proofs" where README said "ways", the same morphology evasion that hid the conflict-theorem scope in 2026-08-01.
third independent verification after the prose proof	LITERATURE_RULES_POPULATION_TESTS	Same 2026-08-29 independence retraction, the ordinal form. NEEDLE IS DELIBERATELY LONG: the short form "third independent verification" occurs inside the NEGATION that the corrected prose now carries at TR-1 and LITERATURE_RULES_POPULATION_TESTS.md ("not a third independent verification"), so the short needle would fail the gate on the correction itself. This form survived at reports/TR1_EIGHT_CENTURIES_MEASURED.md until 2026-09-02 because it SPANS A LINE WRAP ("(third\nindependent verification") and was invisible to every line-based grep that propagated the retraction to the other four dependents.
`ulimit -s unlimited` is REQUIRED for every	__none__	Retracted 2026-09-02 (Codex V2-F08 #4, prose batch P37): a SUFFICIENT setting published as a NECESSARY one, across eleven banner sites in eleven files. solve.c's --estimate-knuth preflight tests rlim_cur != RLIM_INFINITY && rlim_cur < 16UL*1024*1024 and its message names ">= 16 MB"; EXECUTED under TR-9 v1.24, ulimit -s 8192 refuses and exits 1 while ulimit -s 16384 runs to completion. On a host whose HARD limit forbids unlimited the published requirement was a false blocker. TR-9 narrowed its own site on 2026-09-02 and reported but did not sweep the siblings; P37 swept all eleven plus four wording variants (VERIFY.md, GUIDE.md, LITERATURE_RULES_POPULATION_TESTS.md, reports/evidence/r11/PHASE2_README.md). Distinct from RP row "abort with SIGSEGV", which retracts the failure MODE only.
invariant under the 32 pair-slot rotations	CORRECTIONS	Retracted 2026-09-02 (Codex V2-F09 #1 / V2-F32 #1, prose batch P36): asserted at reports/TR7_CIRCULAR_READING.md S6 and documentation/CIRCULAR_KING_WEN.md S"Symmetry under closure" that dropping C4 leaves a circular system invariant under the 32 pair-slot rotations. FALSE under the C3 both documents retain: C3 is an absolute-position functional (sum over v of |pos[v] - pos[v^63]|, ceiling 776 = King Wen's own value), so rotation moves it. MEASURED on two independent instruments in verify.py -- c3_of_ordering (pair-slot map) and compute_comp_dist (reconstituted 64-hexagram sequence), which agree on every value: C3(KW) = 776, rotate-4 = 888, rotate-16 = 1240, max 1320, min 664, and 21 of the 31 non-identity rotations exceed 776, leaving only 10. The circular transition multiset {1:2, 2:20, 3:14, 4:19, 6:9} is preserved exactly under rotation, so C1, circular C2 and C5 survive and C3 alone breaks it: dropping C4 yields no C32 action on the C1-C5 space at all. Both documents foreclosed their own escape by stating in the SAME file that C3 is 'unaffected by closure' -- unaffected by closure is not rotation-invariance, and both now say so. Registered on the BARE phrase, not on a longer site-specific form, precisely because the class recurred: an earlier adjudication accepted the identical charge at the TR-7 site, nothing landed, and a second reviewer refiled it at the CIRCULAR_KING_WEN.md sibling. Both corrected sentences were reworded to say 'the 32 pair-slot rotations would be symmetries of ...' so the conditional truth can still be stated without the banned string. Allow-column CORRECTIONS because the ledger entry quotes the wording verbatim and CORRECTIONS.md is append-only (GATE 10b).
two independent draws	CORRECTIONS	Retracted 2026-09-02 (Codex V2-F09 #2, prose batch P36): reports/TR7_CIRCULAR_READING.md S5 called the f11 primary and the r6 rerun of the wrap-distance masses two independent draws whose 0.05-percentage-point agreement 'bounds the run-to-run scatter'. They are not independent. MEASURED in the shipped artifacts: reports/evidence/f11/f11_runA.out is probes=20000000000 threads=32 and reports/evidence/r6/rc1c_primary.out is probes=20000000000 threads=64, and grep -c 'SEED OVERRIDE' is 0 in both, so both ran on the fixed base seed. MEASURED in source: the estimator splits per = n_total/nthreads and seeds worker i as base ^ ((i+1)*0x9E3779B97F4A7C15) -- by thread index alone, independent of the thread count. 20e9 divides evenly by both 32 and 64, so threads 0-31 of the 64-thread run replay the first 312,500,000 draws of threads 0-31 of the 32-thread run: 10e9 of each run's 20e9 probes are the same probes. The agreement is therefore arithmetic and bounds nothing; the report now publishes NO uncertainty figure for these masses and names the rerun a partially overlapping replicate. The companion premise -- that the instrument emits no per-class CIs -- was also stale: per-class se= landed for every published mass family on 2026-08-28 (reports/METHODS.md), and only the 2026-07 archived artifacts predate the field. Allow-column CORRECTIONS for the append-only reason above.
of that apparent enrichment ×1.9 is parity-forced	CORRECTIONS	Retracted 2026-09-02 (Codex V2-F09 #3, prose batch P36): reports/TR7_CIRCULAR_READING.md S"The anchors on the circle" split Cook's final-pair anchor as x1.9 parity-forced times x1.25 contingent, off the counting baseline 1/16 = 6.25%. The wrap-parity theorem gives a 16-element eligibility SUPPORT; converting it to a probability of 1/16 needs exchangeability across those 16 pairs, which the report itself does not prove (T2ii states eligibility as necessary only, and the per-pair spread is unknown except for A2) and which the same paragraph's own measurements contradict -- measured class masses 65.2/17.5/17.4% against the counting baseline 62.5/18.75/18.75%. Zero-compute fix: the corrected baseline was printed two lines below the defect. Against the MEASURED d=3 class average of 6.52%, the split is 6.52/3.2258 = x2.02 tracking class structure and 7.84/6.52 = x1.20 A2-specific residual, composing to the x2.4 observed; 1/16 is relabelled a reference, not a null. Registered on this site-specific word order rather than on the bare figures because two sibling statements of the same counting split -- reports/TR1_EIGHT_CENTURIES_MEASURED.md S2(d) and documentation/LITERATURE_RULES_POPULATION_TESTS.md S3 -- are adjudicated separately, are STILL LIVE, and a bare-figure needle would have whitelisted them via an allow-row instead of leaving them visible as outstanding. Allow-column CORRECTIONS for the append-only reason above. SWEPT 2026-09-02 (prose lane, backlog item 104): both sibling sites are now corrected to the same measured split -- TR-1 v1.32 and LITERATURE_RULES_POPULATION_TESTS.md S3 (marker dated 2026-09-02) -- and TR-7 v2.5's marker no longer names them outstanding. No allow-row was added anywhere; this needle still matches CORRECTIONS only. Census and sweep population: the CORRECTIONS.md entry of that date.
His data thus contains the wrap value	CORRECTIONS	Retracted 2026-09-02 (Codex V2-F09 #4, prose batch P36): reports/TR7_CIRCULAR_READING.md S"Prior work note" asserted flatly that Peter Meyer's 1998 web document publishes the complete cyclic line-change sequence with an XOR-and-popcount formalization and therefore contains the d=3 wrap value. The source is unrecoverable: serendipity.li/dna/kws.html returned 404 on re-check 2026-08-01 and the Internet Archive holds zero captures (Wayback availability API and CDX both empty), so no reader can retrieve it and the project cannot RE-verify the content. documentation/CITATIONS.md already carried the honest framing at both of its Meyer sites -- the content was read first-hand 2026-07-04, before the page went, and both sites say the read is unrepeatable -- and it also records that an earlier attempt to source Meyer's priority quoted a McKenna-authored page and was withdrawn as circular. The report carried none of that. It now marks the read unrepeatable and credits the wrap value and the no-5 property AS STATED CLAIMS to McKenna & McKenna (1975), which is in print. NOT changed and deliberately so: the two CITATIONS.md sites, which the charge also named. Their live text says the project 'can no longer RE-verify' after a dated first-hand read, not that it cannot verify; rewriting them to 'cannot verify its content' would have made a true record false and erased the 2026-07-04 read. That framing landed in the 2026-09-01 prose sweep, after the charge was drafted. Allow-column CORRECTIONS for the append-only reason above.
complete set of such symmetries	__none__	Retracted 2026-09-02 (Codex V2-F07 #1, prose batch P38): reports/TR5_SYMMETRY.md's executive summary announced the order-48 group as the complete set of the symmetries that carry one valid ordering to another. What is proved -- and proved strongly, over ALL 64! hexagram relabelings, not merely over Aut(Q6) -- is completeness among HEXAGRAM RELABELINGS, per predicate. Section 1 of the same report states the limit in terms the summary dropped: the solution-set automorphism group is bounded below by G and not decided above. Allow-column __none__: the corrected summary reads 'complete set of such relabeling symmetries', which does not contain this needle after GATE 3's fold deletes the emphasis markers, and no other file in the corpus used the unqualified form (whole-corpus flattened scan, 2026-09-02). Registered on the unqualified form deliberately -- the qualified one is correct prose.
mathematically indistinguishable	__none__	Retracted 2026-09-02 (Codex V2-F07 #1, prose batch P38): the same TR-5 summary sentence called the 23 twins mathematically indistinguishable and said the rules cannot tell them apart. Both are the solution-set-automorphism reading, i.e. exactly the statement TR-5 section 1 leaves undecided; the proved statement is that no hexagram relabeling distinguishes them. NEEDLE CHOSEN NARROWLY: the companion wording 'that the rules cannot tell apart' is NOT registered, because documentation/SOLVE_SUMMARY.md carries it in a legitimately qualified form ('relabelings that the rules cannot tell apart'), where it names invariance of the C1-C5 predicate under relabeling and is true; a bare needle would have failed this gate on correct prose. 'mathematically indistinguishable' occurred at exactly one site (whole-corpus flattened scan, 2026-09-02) and is now gone.
at every tested depth: rec#330177707	__none__	Retracted 2026-09-02 (Codex V2-F31 #3, prose batch P39): BOUNDARY_MINIMUM.md's headline named the hardest-to-kill King Wen impostor by a rec# literal and asserted that literal holds at every tested depth. A rec# is an index into ONE dataset's sort order and is not portable. MEASURED: grep for 330177707 in runs/20260419_100T_d3_d128westus3/analyze_output.log.gz returns 0 hits; the same ordering -- KW with the pair blocks at positions 2 and 3 interchanged -- is section [24] row 12 rec#104178045 at d3 100T and section [24] row 10 rec#21262918 at d3 10T. Worse than a bare mismatch: 104178045 ALSO appears in the same 100T log as boundary 1's discriminating count (3.0351% of 3.43B), a different quantity that happens to share the integer, so a reader who greps the number across scales can land on either. Allow-column __none__ deliberately: the corrected prose names the swap and lists all three indices with their datasets, so it does not contain this needle, and CORRECTIONS.md describes the defect without quoting it. The bare literal rec#330177707 is NOT registered -- it is correct prose at 560T scope in eight other files.
at both canonical scales is rec#330177707	__none__	Same 2026-09-02 cross-scale-identifier retraction, the second site (BOUNDARY_MINIMUM.md section 'The 5th boundary exists for exactly one record'). Registered separately because that sentence says 'at both canonical scales' where the headline said 'at every tested depth' and one needle would have missed it -- the same morphology evasion that hid the conflict-theorem scope in 2026-08-01. The companion figure in that sentence was also per-dataset and is now labelled: section [24]'s dist-2 catalog holds 10 records at d3 10T, 12 at d3 100T and 14 at d3 560T, and the published '14' was being read as scale-free. NOT registered and deliberately so: the count 14 itself, which is correct at 560T scope and is quoted correctly elsewhere.
3.07× deepening	__none__	Retracted 2026-09-02 (Codex V2-F31 #4, prose batch P39): 3.07 is the 100T -> 560T RECORD-COUNT ratio (10525271997 / 3432399297 = 3.0664), not a depth or budget ratio. MEASURED at CANONICAL_HASHES.md section 'Reproducibility parameters': the two recipes are both SOLVE_DEPTH=3 and differ in SOLVE_PER_SUB_BRANCH_LIMIT 631456644 -> 3536157207, i.e. 5.6x; SOLVE_NODE_LIMIT moves 100T -> 560T, also 5.6x. Calling the record ratio a deepening erases exactly the sublinear-growth relationship enumeration/LEADERBOARD.md states ('linear node budget yields sublinear new-orderings'). CENSUS CHECKED IN BOTH DIRECTIONS AND IT NARROWS THE CLASS: 3.07x has 7 sites, and 5 of them attach it to 'scale', 'workload' or 'ratio' (LEADERBOARD.md x2, CRITIQUE.md, DEPLOYMENT.md x2), where the record-count reading is the natural one and is correct. Those 5 are NOT retracted. Exactly 2 sites attached it to the word depth and both were in BOUNDARY_MINIMUM.md. Sibling of RP-91287bc7, which retracted the same axis confusion on PARTITION_STABILITY_BOUNDARIES.md on 2026-09-02.
3.07× depth increase	__none__	Same 2026-09-02 budget-is-not-depth retraction, the paper-implications form in BOUNDARY_MINIMUM.md section 7. Registered separately: the two sentences share the figure but not the wording, and a needle on the bare figure would have fired on the five correct 'scale'/'workload'/'ratio' sites listed in the row above. The corrected prose says '5.6x enumeration-budget increase (3.07x in records)', and section 'Limits and scope' now carries a bullet stating that the budget ratio is 5.6x, the record ratio is 3.07x, and a record-count ratio is never a depth.
meta-selection charge is bounded	__none__	Retracted 2026-09-02 (Codex V2-F35 #1, prose batch P40): documentation/DESCRIPTION_LENGTH.md's Framework conventions offered the constraint-family meta-selection charge a closed answer in bits against the frozen 91-observable ledger. The 91 is a ledger of TESTS PERFORMED (28 exploratory observables + 58 pre-registered testing-family tests + 5 corpus-control predicates, METHODS.md §'Global observable ledger'), whereas the meta-selection charge is denominated in CANDIDATE CONSTRAINT FAMILIES, and METHODS.md §'The file drawer - an open gap, stated as such' states that this suite does not publish that denominator and that reconstructing the testing ledger does not close the gap. It is not a bound on its own denominator either: METHODS.md recorded on 2026-08-30 that entering the omitted pre-registered H1/H3 family gives 95, and log2 C(95,7) = 33.363 > 32.914. The figures 32.9 and 16.6 SURVIVE, relabelled conditional; what is retracted is that either BOUNDS anything. Sibling of TR-9's own withdrawal the same day (prose batch P31), which retired the phrase naming the withdrawn joint charge (RP-e35a1705) and the margin it licensed (RF-047e690e); this file's site was the last live one and was not covered by either needle, because it worded the claim differently. Allow column is __none__: after the fix the wording survives nowhere in the corpus (measured by a whitespace-flattened scan over every tracked file), and the CORRECTIONS.md entry cites the key RP-fe502239 rather than quoting the string.
converts freeze-timing from attested to checkable	__none__	Retracted 2026-09-02 (Codex V2-F46 #1, prose batch P41): documentation/PREREGISTRATION_ESCROW.md answered the question in its own title with an unqualified conversion claim, and its own bullet list refuted it five lines later. Escrow converts freeze TIMING only when the hash is published BEFORE the measurement; it otherwise converts CONTENT IDENTITY from the publication date forward. MEASURED: all ten rows carry a first-committed date between 2026-07-17 and 2026-08-18, every one earlier than the 2026-08-22 publication, and reports/evidence/f11halfb/RESULTS.md's EXTENSION RESULT section -- the completed Half-B run -- was committed 2026-08-04, eighteen days before this page existed; a private-history sweep on 2026-09-02 found zero commits mentioning any of the ten after 2026-08-22. So the one genuinely converting case has ZERO instances in this table. CENSUS CORRECTED UPWARD: the charge named one site, and there were two -- documentation/README.md's index line worded the same claim differently ('can be shown to predate its result', RP-057e3756) and no needle on the escrow page's wording would have reached it. The corrected prose says 'converts content identity from 2026-08-22 onward' and 'pre-measurement freeze timing remains attested', neither of which contains this needle.
can be shown to predate its result	__none__	Same 2026-09-02 escrow-scope retraction, the second and differently-worded site: documentation/README.md's documentation index summarised PREREGISTRATION_ESCROW.md as showing that a pre-registered observable, family size and decision rule predate their result. That is the conclusion the escrow page's own 'What it does NOT establish' bullets deny, stated in the index without any of the page's qualifications, and it is the sentence a reader meets first. Registered separately from RP-f145f963 because the two share no wording -- the morphology-evasion lesson of 2026-08-01. NOT registered and deliberately so: reports/TR2_THE_RULES_CONFLICT.md's 'features that hold regardless of freeze timing', which is correct prose and addresses readers who discount unverifiable freezes.
sha256 of each frozen file	__none__	Retracted 2026-09-02 (Codex V2-F46 #2, prose batch P41): PREREGISTRATION_ESCROW.md claimed to publish the sha256 of each frozen file while listing ten. MEASURED by a whole-tree sweep for private pre-registration filenames appearing in tracked public files: SIX further frozen pre-registrations are named in shipped source and evidence bundles with no row on the page -- F4PRIME_PREREGISTRATION.md, F5_ORIENTATION_PREREGISTRATION_2026_07_FROZEN.md, F6_BOOKS_PREREGISTRATION_2026_07_FROZEN.md, R3_PERMUTATION_OBSERVABLE_PREREG_2026_07_09.md, R8_DAVIS_PREREG_2026_07_10.md and F11_BAYES_PREREGISTRATION_2026_07.md, each described in public source as fixed before measurement with a Bonferroni denominator attached (N=13, 11, 7, 13, 2 and a frozen model respectively). CENSUS CORRECTED IN BOTH DIRECTIONS: the reviewer named four and the adjudication five; the true figure is six frozen files, at 14 occurrences across 6 distinct tracked files (solve.c, solve.py, documentation/SOLVE_C_CLI.md and three evidence scripts under reports/evidence/), not the 19 sites the adjudication recorded; a seventh file, reports/evidence/perm_tier1.out, names the R3 registration without its .md suffix and is invisible to a filename grep. Two further names are NOT omissions and are listed as such on the page -- F5_ORIENTATION_PREREGISTRATION_DRAFT.md is a superseded draft, and PREREG_TWO_CLASS_F11_CALIBRATION.md, cited in reports/evidence/f11halfb/RESULTS.md as 'the frozen pre-registration', matches no file in the private repository today and is an unresolved citation rather than an unescrowed freeze.
pre-registration files themselves are held in a private repository	__none__	Retracted 2026-09-02 (Codex V2-F46 #3, prose batch P41): PREREGISTRATION_ESCROW.md's access-boundary note asserted as a universal that the pre-registration files are private and not publicly fetchable. EXECUTED -- all ten escrowed digests swept against sha256sum of every tracked file: reports/evidence/f11halfb/PREREGISTRATION_VMATCHED.md is 5,336 bytes and byte-identical to the PREREG_VMATCHED_GATE_2026_08_04 row, so one of the ten is published in full and verifies. CENSUS CORRECTED UPWARD TWICE: the reviewer said 'some', the adjudication said 1 of 10, and there are three public counterexamples -- the VMATCHED file, the redacted Half-B extension copy (see RP-920e2f02), and reports/evidence/f11/PREREGISTRATION.md, a pre-registration headed 'FROZEN 2026-07-04 by operator approval' that is published in full, is 3,901 bytes, and has no row on the page at all. The corrected text enumerates the public status of each listed file and restates the boundary over the eight that are genuinely private.
each published file will then verify against its hash here	__none__	Same 2026-09-02 escrow-scope retraction, the promise half. PREREGISTRATION_ESCROW.md promised unconditionally that any later-published pre-registration would verify against its escrowed hash -- two sentences after arguing that publishing the files would require redaction and that redaction breaks byte-identity. The page therefore contained its own refutation, and the refutation has already fired: reports/evidence/f11halfb/PREREGISTRATION_EXTENDED.md is the escrowed PREREG_HALFB_EXTENDED_2026_08_03.md published in redacted form. MEASURED, and it settles the question the adjudication left open as unresolvable from the public side -- the two copies are 81 lines each and differ in EXACTLY ONE line, the last, where a name identifying operator-held infrastructure was replaced with a generic description; they are the same document, 3,986 bytes / 1dedbda1 against the escrowed 3,965 bytes / 09d711c3. The public copy was committed 2026-08-04, eighteen days BEFORE the escrow page, and neither file has been modified since, so the mismatch was published knowingly rather than introduced by later drift. The corrected prose makes the promise conditional on unredacted publication and states both outcomes.
and therefore canonical shas - would change	__none__	Retracted 2026-09-02 (Codex V2-F42 #1, prose batch P42): documentation/PARITY_ALTERNATION.md's Consequences item 3 stated as certain that an exact prune changes per-cell budgeted canonical outputs and therefore canonical shas, for a prune that has never been written. MEASURED: `grep -ic alternation solve.c` = 5 and all five sites are scoring functionals or comments (Moore rf_alt, Chan orient_alt, a Moore-1989 comment and two prose lines) - solve.c contains no parity-class-alternation prune in any form, so the item predicted the sha behaviour of code that does not exist. The certainty is also wrong as a general claim about exact prunes: HISTORY.md records that the v2 prune bundle did NOT flip the 100B reference sha because at that per-cell budget of 631K nodes the prunes never fire, while the same bundle DID move the 11.2T canonical (v1 0c0fe37c vs v2 2cc966e4) at 70.7M. Whether a prune moves a sha is budget-dependent and empirical. The corrected prose says 'can change, at budgets deep enough for the prune to fire' and states both v2 outcomes. NOT registered and deliberately so: documentation/CIRCULAR_KING_WEN.md's and reports/TR7_CIRCULAR_READING.md's 'as a pure leaf-emission filter it would be byte-identical ... as a prune it would change node consumption' already draws the filter-versus-prune distinction this correction restores, and its sha sentence is a lineage-policy statement rather than a claim that two shas differ.
Reproduce every figure below	__none__	Retracted 2026-09-02 (Codex V2-F42 #2, prose batch P42): documentation/PARITY_ALTERNATION.md opened with an unconditional bolded promise that `python3 verify.py --check-parity-alternation` reproduces every figure on the page. EXECUTED (0.108 s, rc=0): the command emits 18 lines and two numeric figures on the page are absent from all of them - the 48-element relabeling group in Consequences item 4 and Moore's 16/18 King Wen compliance in the Novelty section. Both figures are correct; the defect is coverage, and the hazard is mechanical, since a drift in either leaves PARITY_ALTERNATION=PASS green. The corrected prose narrows the promise to the theorem's figures and names a reproducer for each uncovered figure.
re-derives every published figure in	__none__	Same 2026-09-02 over-promise retraction, the differently-worded twin: documentation/VERIFY.md's row for `python3 verify.py --check-parity-alternation` made the same unconditional claim in wording PARITY_ALTERNATION.md never uses, so no needle on that page's phrasing would have reached it. CENSUS CORRECTED UPWARD: the charge named one site and two markdown sites were live. A third site is in code and is queued rather than edited under the prose lane's code rule - verify.py's check_parity_alternation docstring opens 'Re-derive every published figure in PARITY_ALTERNATION.md from KW itself', which GATE 3 does not scan because its corpus is tracked *.md plus reports/evidence/**.
