id	date	class	matched	source	document	line	text
INL-19fe171b	-	C2	scope note	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	9	*Scope note (F-34): "archaeology" here is figurative. This report measures **notational and structural**
INL-e92dbd7	-	C1	withdrawn	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	29	**withdrawn under our own hostile review** — his claim survives its fairest reading. Nothing promotes
INL-a8e0bab	-	C3	consistency	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	41	previously-published C1–C5 space size *estimate* to 0.09% in the same run — a consistency check within
INL-2712ec2f	2026-08-01	C3	corrected	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	42	the same estimator family, since that figure is itself a Knuth estimate; corrected 2026-08-01 from
INL-3b09a6de	-	C3	correction	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	43	"independently-established", the adjective TR-1 v1.18's correction was about) yields: **five of nine NULL** —
INL-cf70b5c	-	C3	correction	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	46	(the #43–50 regular trigram array, 6.8×10⁻⁴ — survives its family correction but not the global
INL-29866214	-	C4	caveat	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	49	construction (the circularity caveat) and evidential of nothing. Nothing promotes. Separately, exact
INL-2115f83a	-	C1	withdrawn	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	52	his worked examples individually; and a second candidate refutation (p. 114) was withdrawn under
INL-2778228d	2026-08-30	C3	corrected	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	85	delta-method standard error. ⚠ **[CORRECTED 2026-08-30: the archived tier-1 and tier-2 outputs
INL-21a88972	-	C3	consistency	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	101	figure to 0.09% — a consistency check within the same estimator family (the absolute validation is TR-11's exact anchors)). Fractions are of canonical mass.
INL-395ed76d	2026-08-28	C3	corrected	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	110	| 6 | `rotinv` — rotation≡inversion pairs at 11/12, 17/18, 53/54, 63/64 (p. 68, 118 n14) | 1 | one-sided P = 6.5×10⁻⁵; **two-sided P = 1.31×10⁻⁴** | **data-like; does not promote — and does NOT meet the candidate bar under the C1–C5 null. `null-sensitive` — see the null-sensitivity note below the table.** ⚠ [CORRECTED 2026-08-28: this read "meets candidate-rule numerically". The suite applies a [...truncated]
INL-1c38a49f	2026-08-28	C3	corrected	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	111	| 7 | `pureplace` — pure-hexagram placement (pp. 80, 82, 183) | 1 | one-sided P = 5.56×10⁻³; **two-sided P = 1.11×10⁻²** | **NULL** under the C1–C5 null. `null-sensitive` — see the null-sensitivity note below the table. ⚠ [CORRECTED 2026-08-28: this read "borderline (at the 0.05/9 threshold to reported precision)". It is not borderline under either reading — the declared bar is **two-sided** p [...truncated]
INL-2834ad9c	2026-07-05	C3	corrected	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	156	specificity gate passes *(re-verified 2026-07-05 on the corrected Mawangdui array — see the v1.2
INL-b760a6b	2026-08-29	C3	corrected	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	162	typical-to-mildly-uncommon among orderings satisfying the **C1–C5 constraints** ⚠ **[CORRECTED 2026-08-29 — this read "the classical constraints". The conditioning set is C1–C5, and only **C1** is classical (Kong Yingda's formulation, per CITATIONS.md). C2 is McKenna 1975, C3 is this project's KW-fitted threshold, and C5 is an extracted transition histogram — calling the whole set classical bor [...truncated]
INL-7d46e3b	-	C4	caveat	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	164	any exact template read off any specific sequence is rare by construction (the circularity caveat
INL-18759ab	-	C3	correction	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	169	The "notable" is family-scoped: it survives its frozen family correction (0.05/9 = 5.56×10⁻³) but
INL-2f9b8e77	-	C3	correction	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	172	Bonferroni-specific and is the one place in the suite where the correction family matters**: under
INL-1d42678	-	C3	correction	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	176	dependence rather than rely on it — see METHODS §"Correction-family disclosure". A reader who
INL-13bd1186	-	C3	correction	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	177	prefers FDR control should read this row as clearing global correction; nothing else in the suite
INL-f69fa61	-	C3	corrected	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	200	P(≥5) = 7.4×10⁻²) fails even the plain *uncorrected* 0.05 gate, a fortiori 0.05/9, the frozen
INL-b884a70	-	C3	correction	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	219	so that neither wave-splitting nor the C-D5 decline could weaken the correction) — and, per
INL-248af53d	-	C3	correction	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	236	needed correction — §4's note that #28 also qualifies); it lands mildly above expectation
INL-6bcc197	-	C3	corrected	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	265	> and sixteen-fold above the 0.05/12 family-corrected gate this test would have faced.
INL-160889b3	-	C1	withdrawn	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	274	> beyond every effect of its kind the project had measured. It is withdrawn, not
INL-383f64bb	-	C3	corrections	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	290	corrections are welcome. As throughout, the six-hexagram observation itself is Davis's
INL-2dfb3493	-	C1	withdrawn	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	322	4. **One refutation, and one withdrawn.** Davis claims that the terminal pair is transformationally
INL-19f85dfb	-	C4	qualifies	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	338	hexagrams at the decade 7/8 slots, p. 114, is incomplete rather than wrong — #28 also qualifies.)
INL-8b91925	-	C4	caveats	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	346	about Davis, and one of them lost. (Two caveats travel with his surviving claim: pair-onto-pair
INL-10a32b58	-	C4	caveat	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	366	says little (the circularity caveat), which is the same discipline that keeps this project from
INL-123cd7d1	-	C3	correction	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	385	frozen at /12, fixed in advance so the decline cannot be read as weakening the correction
INL-195131c5	-	C3	corrections	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	393	(solve.py); errors of formalization are ours, not Davis's; corrections are welcome via
INL-2d09e36a	2026-08-28	C3	corrected	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	399	notable, three data-like — corrected 2026-08-28: `pureplace` was published as "borderline" and is
INL-2f52a4f7	-	C1	withdrawn	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	401	withdrawn refutation, and no promotion of anything into the constraint system. What is *not*
INL-261b03f6	2026-08-21	C2	propagation	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	410	⚠ **Every `--estimate-knuth` command in this document requires a stack limit of at least 16 MB** — `ulimit -s 16384` suffices, and `ulimit -s unlimited` is one way to satisfy it, not the requirement itself. Under the default 8 MB stack the estimator does not start: `main` allocates a ~7.23 MB frame and `estimate_tree_knuth` a further ~1.02 MB (since 2026-08-21 the binary refuses with an actionable [...truncated]
INL-b185678	2026-07-05	C3	correction	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	436	pre- and post-2026-07-05-correction Mawangdui arrays; corrected-array non-flagged values: termruns 5,
INL-21043d60	-	C1	withdrawn	inline	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	443	- The withdrawn refutation (§4): with T(h) = reverse each trigram in place, verify T commutes with
CHA-36d71b07	2026-07-04	C2	re-scoped	changelog	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	494	| v1.1-draft | 2026-07-04 | Hostile pre-publication review pass: "strictest symmetry" page cite corrected (p. 112 → p. 96, verified against the book); "undeniably designed" (p. 116) re-scoped to the Big-and-Little group rather than the 7–16 block; §5(a) "came back null" corrected to reflect the one Bonferroni-notable row; §5(b) softened to "largely against him" with the trigarray exception stated, [...truncated]
CHA-378ef56f	2026-07-05	C3	erratum	changelog	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	495	| v1.2 | 2026-07-05 | **Erratum (Mawangdui corpus control):** the project-wide Mawangdui array was found wrong (corrected 2026-07-05 per [Shaughnessy 2022](../documentation/CITATIONS.md#shaughnessy2022), Table 11.2 — see CITATIONS.md errata). The nine `dav_*` predicates were recomputed on the corrected array: every flagged predicate still evaluates to zero on Mawangdui (and Jing Fang, unaffected), [...truncated]
CHA-da85cc2	2026-07-11	C3	correction	changelog	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	497	| v1.4 | 2026-07-11 | Global-ledger qualifier on the trigarray "notable" (§3 row 3 + narrative): survives its family correction (0.05/9) but not the global 91-observable ledger (≈5.5×10⁻⁴ bar; measured 6.8×10⁻⁴) — see METHODS §"Global observable ledger". No measured number changes |
CHA-27cf8bbb	2026-07-20	C2	scope note	changelog	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	499	| v1.6 | 2026-07-20 | **Scope qualifier (adversarial-review F-34).** Added a masthead scope note: "archaeology" is figurative — the report measures notational and structural properties against the population of valid orderings and makes no historical, philological, or text-critical claim beyond what the combinatorics support. Title unchanged (the body is already well-scoped); the qualifier prevent [...truncated]
CHA-3781e7e3	2026-07-21	C3	corrected	changelog	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	500	| v1.7 | 2026-07-21 | **Wave-2 freeze re-anchored to the public record (adversarial-review F-22).** The §3b freeze passage no longer presents the private-repository pre-registration timestamp as the anti-HARKing guarantee — a private commit is unverifiable by external reviewers, and is now cited as provenance only, disclosable to an auditor. The guarantee is re-grounded entirely in publicly checka [...truncated]
CHA-8e2756b	2026-08-01	C1	withdrawn	changelog	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	501	| v1.8 | 2026-08-01 | **Correction-family disclosure (statistics-methodology review, F3).** The trigarray global-ledger verdict is shown to be Bonferroni-specific: under Benjamini–Hochberg FDR at q = 0.05 against the same 91-observable ledger, `trigarray` (6.8×10⁻⁴) *would* be declared significant: BH rejects at every rank ≥ 2 (*i* = 2 already gives 1.1×10⁻³ > 6.8×10⁻⁴), and rank *i* = 1 is exclud [...truncated]
CHA-3906a6fb	2026-08-06	C3	correction	changelog	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	502	| v1.9 | 2026-08-06 | **Benjamini–Hochberg cited at point of use (citation audit, UNASKED-7).** §3's correction-family disclosure has invoked "Benjamini–Hochberg FDR" since v1.8 without a source; the reference ([Benjamini & Hochberg 1995](../documentation/CITATIONS.md#benjamini-hochberg1995), *JRSS-B* 57(1)) is now in CITATIONS.md §Statistical methodology and linked where the FDR verdict is stated [...truncated]
CHA-38d5a714	2026-08-06	C2	propagated	changelog	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	503	| v1.10 | 2026-08-06 | **TR-9 residual range propagated (MDL audit, mirrors TR-9 v1.22).** The Davis-predictions passage quoted TR-9's residual as "~105–127 bits"; TR-9 v1.22 widened the range to **105–139** (the former upper endpoint 126.6 retained the bit-cuts of C5 and C3, both of which TR-9 itself classifies as non-explanatory; the consistent endpoint is log₂\|C1∩C2∩C4\| = 139.1). The quoted r [...truncated]
CHA-d24fab9	2026-08-30	C3	corrected	changelog	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	504	| v1.11 | 2026-08-30 | **The standard-error claim is corrected: no PUBLISHED artifact carries `se=`.** §3 said masses "each now carr[y] a delta-method standard error (printed as `se=` by the estimator since 2026-08-28)" — true of the estimator, false of the evidence: `reports/evidence/dav_tier1.out` (2026-07-04) and `dav2_tier1.out` (2026-07-12) both predate that capability and contain **zero** `s [...truncated]
CHA-2b0230d2	2026-09-01	C3	corrected	changelog	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	505	| v1.12 | 2026-09-01 | **Null-sensitivity disclosed for §3 rows 6–7; sidedness attribution corrected; one-sided-only rows completed.** (a) §3 gains a null-sensitivity note: the scoreboard's classifications are relative to the pre-registered C1–C5 null, and two rows reverse under the suite's own second null ([METHODS.md](METHODS.md) §"Permutation-test nulls", measured by [TR-8](TR8_REORDERING_REVIS [...truncated]
CHA-32671496	2026-09-01	C1	withdrawn	changelog	reports/TR10_TEXTUAL_ARCHAEOLOGY_MEASURED.md	506	| v1.13 | 2026-09-01 | **Reproduction commands carry their thread count; the undocumented in-place corrections are entered in this table; the power note's comparative magnitude claim is withdrawn.** (a) **`SOLVE_THREADS=32` added to all five `--estimate-knuth` commands in this report** (§3's `se=` regeneration line and the four Verification-Guide lines — including the regeneration command v1.12 it [...truncated]
INL-241c7e5a	2026-09-02	C3	corrections	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	2	*Technical report — **v1.25** (2026-09-02; §6's per-layer footprint table refilled from the completed full-31 run — the entry peak is layer 16, not 15, and the live-pair peak is 4.51 TB at k16+k17, not the retired 4.05 TB floor; two further corrections to the executive summary and §7/§8 — no count, theorem or canonical integer changed; previously v1.24, 2026-09-02, the free-checkpoint guarantee re [...truncated]
INL-388b782d	-	C4	caveat	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	5	interpretation are argued, not verified. One caveat is structural, and it frames all the rest: the same
INL-1cf2c4f1	-	C3	rounding	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	34	estimate's rounded five-significant-figure numeral 1.0971×10³⁹ is a rounding gap, not a resolved
INL-300bef71	-	C3	rounding	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	56	apparent deviation 5.5×10⁻⁵, which is the estimate's rounding gap rather than a resolved error — see §4) and converts [TR-9](TR9_PRICING_THE_CONSTRAINTS.md)'s C2 ledger row from estimate to
INL-31f4e964	-	C3	corrections	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	76	of this quantity; corrections welcome via [CITATIONS.md](../documentation/CITATIONS.md). Nor is the
INL-146a5554	-	C2	mislabels	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	90	董光璧, invokes a matrix-form count (8!×8! = 1,625,702,400, which he mislabels as the count of
INL-24f314e3	2026-07-26	C1	retracted	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	109	former "Theorem 6" is retracted, 2026-07-26, see CLAIMS_DECIDED). C1 makes a
INL-261e714b	2026-08-01	C3	corrected	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	157	group element; no weights ever enter the values. Stabilizer weights (orbit size = **|G|/|stab|**, implemented as `n_eff/|stab|` where `n_eff` is the run's effective group order — *symbol corrected 2026-08-01 from* `n/|stab|`: throughout this report `n` is the PAIR COUNT (31), so as written it read as division by 31. The correct weight is group-order over stabilizer, matching `f1_orbit_size` in [...truncated]
INL-3a8c1ba6	-	C3	correction	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	159	G-fixed (orbit size 1), so the final total needs no correction. Counts are hand-rolled add-only
INL-ab2e8c2	-	C3	rounding	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	187	own four-significant-figure rounding, not a measurement of the estimator's error, which is unresolved
INL-155824d0	-	C3	superseding	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	189	row from estimate to exact arithmetic (C2's marginal 4.54 bits and its net — restated ≈ 0 / break-even in TR-9 v1.7, superseding the earlier +1.6 — now rest on an exact
INL-3486760b	-	C4	caveat	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	215	measured profile of §6. (Projection caveat, as originally stated: the stored-fraction band 0.30–0.50
INL-2fd28e68	-	C4	caveat	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	216	was extrapolated from n = 16–18 unions and n = 31 could sit outside it. **The caveat fired**:
INL-357ed0ee	-	C3	supersedes	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	235	| 12 | 655.23 GB | measured — completed full-31 run (supersedes the ≈656 GB this row derived by subtracting L11 from 971.6 GB of two-live-layer telemetry) |
INL-cb7ccfd	-	C1	withdrawn	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	267	quantity. Two claims derived from the mislabel are withdrawn with it: that layers from 16 on shrink,
INL-306ad42b	-	C3	corrected	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	268	and that the in-RAM two-layer floor sits just above 4 TB. Both are corrected below.
INL-e36bccc	2026-08-01	C3	corrected	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	311	commodity hardware — **~64 GB of RAM plus ~4 TB of disk** *(status corrected 2026-08-01: this read
INL-13aa16c0	2026-09-02	C3	corrected	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	340	VM.) **Records — stated exactly (corrected 2026-09-02).** This line used to cite
INL-4d70e2b	-	C3	rounding	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	393	exact previously (the 0.0044% figure is the estimate's five-sig-fig rounding gap, not a resolved error)
INL-3659a6c3	-	C3	corrected	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	407	**Corrected in this version (v1.5): C3 is a cost barrier, not a structural obstruction.** Through
INL-3a33c62e	-	C3	corrections	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	435	corrections are welcome via [CITATIONS.md](../documentation/CITATIONS.md)). The consequence: a
INL-22161ab7	-	C1	withdrawn	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	447	cost band; it is withdrawn, because the footprint multiplier and the wall-time both derive from
INL-b999990	-	C4	caveat	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	473	cost a memory optimization, never a digit. (The companion caveat in earlier drafts —
INL-34d434b8	-	C4	caveat	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	475	measurements, which exceeded the projected band; the caveat's firing is itself documented in §5/§6.)
INL-b614301	2026-07-21	C4	caveat	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	492	[F1C5_LAYER_FORMAT.md](../documentation/F1C5_LAYER_FORMAT.md). **Update (2026-07-21) — the *mathematical* half of this caveat is
INL-39e03746	2026-07-25	C4	caveat	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	502	G-fixed. **Update (2026-07-25) — the *instrument* half of this caveat is now closed as well.** An
INL-16c1c851	2026-08-21	C3	correction	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	538	on zlib's `uncompress` — ⚠ `-lm` added 2026-08-21: the 2026-08-21 VERIFY.md/METHODS.md correction
INL-118baace	2026-07-20	C3	corrected	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	661	(defect found and corrected 2026-07-20, adversarial-review item F-3):
INL-136198fb	2026-07-21	C3	correction	inline	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	673	**Correction (2026-07-21).** An earlier revision of this bullet claimed that at full 31 the
CHA-25ee04d5	2026-07-16	C4	caveat	changelog	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	743	| v1.0-draft | 2026-07-16 | **Full-31 count LANDED** (2026-07-16, D128als_v7 Spot westus3, ~7 days / 12 auto-recovered evictions): §9 filled with the exact value **1,097,051,278,789,181,790,036,112,071,176,579,186,688 ≈ 1.097051×10³⁹**, N mod 24 = 0 exactly (orbit count N/24 = 45,710,469,949,549,241,251,504,669,632,357,466,112), ratio 0.999956 vs the 1.0971×10³⁹ Knuth estimate; tail-layer Burnside [...truncated]
CHA-4aeb164	2026-07-17	C3	erratum	changelog	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	745	| v1.1 | 2026-07-17 | **Erratum (operator-approved):** §abstract/§6's "no single purchasable machine" universal narrowed to the honest measured scope (the machine classes this project provisioned — up to 2.75 TB + 3.55 TB swap — failed; 6–24 TiB single nodes exist commercially and were not tested); §9 discloses the run's first ~3 h ran on a D64 before the same-disk migration to the D128 (layer-che [...truncated]
CHA-3a389f9b	2026-07-20	C4	qualified	changelog	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	747	| v1.3 | 2026-07-20 | **"Mathematics closed" softened, with one half now machine-checked (adversarial-review F-21).** The §5 status line and the abstract no longer say the C5 extension's mathematics is *closed*. Current state, stated precisely: the dead-state-pruning exactness theorem **is** now machine-checked in Lean (`capping_exact`, `lean/PruneExactness.lean` in `lean/` (vendored into the tree [...truncated]
CHA-282ff909	2026-07-21	C3	corrected	changelog	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	748	| v1.4 | 2026-07-21 | **Estimator-calibration language corrected (F-20 probe).** A direct check showed the published "deviations" of the Knuth estimate from the two exact anchors (5.5×10⁻⁵ and 4.4×10⁻⁵) are exactly `(rounded estimate − exact)/exact` — the distance from each exact value to the estimate's own 4–5 significant-figure rounding, both positive only because both exact values round up. The [...truncated]
CHA-1934dcd6	2026-07-21	C1	withdrawn	changelog	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	749	| v1.5 | 2026-07-21 | **C3-obstruction status corrected (§10(ii); exec summary + abstract mirrors).** The statement that C3 "poses an open structural obstruction" with "no feasible exact design in hand" is withdrawn: the C3 sum satisfies the bounded-scalar identity **C3 = 16 + 8·G** (G = the complement-couple slot-gap sum; G ∈ [12, 228]; C3 ≤ 776 ⟺ G ≤ 95; King Wen on the boundary at G = 95), G is [...truncated]
CHA-14f05142	2026-07-21	C3	correction	changelog	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	752	| v1.8 | 2026-07-21 | **§5 correction: the full-31 `B0`-coincidence claim was FALSE.** §5 asserted that at full 31 the Step-1 first-completion DFS and King Wen's boundary multiset *coincide*. They do not: two independent implementations of the Step-1 recipe — `verify.py`'s (Python) and the new `verify.c`'s (C) — both return `(2,7,13,8,1)` on the full-31 instance, against KW's `(2,8,13,7,1)` (which [...truncated]
CHA-58d29a8	2026-07-22	C1	withdrawn	changelog	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	753	| v1.9 | 2026-07-22 | **Consistency sweep — stale self-references synchronized with v1.5–v1.8 (no new results).** The abstract and executive summary still described superseded states: (a) the C5 extension's mathematics as "believed complete … not independently reviewed" — stale since v1.6/v1.7; both now state that the no-further-collapse Proposition is independently reviewed, machine-checked in Le [...truncated]
CHA-26d61b9d	2026-07-22	C1	withdrawn	changelog	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	754	| v1.10 | 2026-07-22 | **§10(ii) exact-C3 compute-cost figures WITHDRAWN; replaced by a qualitative statement (adversarial-review finding + operator direction).** A review pass on the C3 exact-counting program found that the cost band introduced in v1.9 was quoted unconditioned when it is not a true ceiling: the footprint multiplier (spread ~8–51×) and the wall-time band (2–10 weeks) both derive f [...truncated]
CHA-13ff2966	2026-07-25	C4	caveat	changelog	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	755	| v1.11 | 2026-07-25 | **§10(vi)'s instrument half closed: independent full-scale recomputation lands.** `verify.c --ie-count` (inclusion–exclusion transfer-walk; different algorithm class, no shared code with solve.c) recomputed \|C1∩C2∩C4∩C5\| = 1,097,051,278,789,181,790,036,112,071,176,579,186,688 at full 31 pairs — exact MATCH with §9's published integer; mod-24 gate holds; three Miller–Rabin- [...truncated]
CHA-21be04e0	2026-08-01	C1	retraction	changelog	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	758	| v1.14 | 2026-08-01 | **Retraction propagation + provenance refresh (2026-08-01 in-house calibration review).** (i) §4 still asserted TR-9's C2 "net +1.6"; TR-9 v1.7 (2026-07-10) restated that net as **≈ 0 (break-even, sign-convention-dependent)** and the live TR-9/DESCRIPTION_LENGTH ledgers carry ≈ 0 — the retraction had not propagated here across three subsequent TR-11 revisions. Text now cites [...truncated]
CHA-2bba3abf	2026-08-01	C2	propagation	changelog	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	759	| v1.15 | 2026-08-01 | **Correction to v1.14's own record — an asserted propagation that had not happened.** v1.14 stated that "the **seven** pointers locating `PruneExactness.lean` 'on the public `v4-canonical` branch' are refreshed". Only **five** were: §10(vi)'s live body text still located the file on that branch, which the 2026-08-01 vendoring made factually wrong on the very tag the entry wa [...truncated]
CHA-18861cb0	2026-08-06	C4	hedged	changelog	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	760	| v1.16 | 2026-08-06 | **Under-citation + counting-unit label fixes (UNASKED-1/UNASKED-2 batch; no number changed).** (1) *Suenaga (2012) credited in the novelty note.* The note ceded the technique (Burnside/McKay) and cited Luo (2015) for the counting question, but omitted [Suenaga Takayasu (2012)](../documentation/CITATIONS.md#suenaga2012) — per CITATIONS.md §"The (Z/2)⁶ hexagram algebra … — pri [...truncated]
CHA-1977c390	2026-08-09	C3	corrected	changelog	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	761	| v1.17 | 2026-08-09 | **`--f1-pairs` domain completed to every realizable rung size (CLI surface only).** `solve.c`'s `f1c5_unions[]` table listed 9 of the 19 realizable pair counts; the 9 small sizes 3,4,6,7,10,12,15,21,22 had no entry and were rejected. They are now present, and the two sites in this report that enumerate the accepted N (§"the implementation exists and is committed", and the Ve [...truncated]
CHA-17e5ac48	2026-08-10	C3	correction	changelog	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	762	| v1.18 | 2026-08-10 | **§4b's n=18 cell filled — a gap closed, not a correction.** The row for the 18-pair rung `6.0,6.1,6.2@0` has read "(in-RAM reference)" since first publication: the rung was computed and validated against the in-RAM DP, but its integer was never printed. That was an editorial choice, not a reservation about the value, and it left the table's cheapest mid-size checkpoint unus [...truncated]
CHA-3140bd05	2026-08-11	C3	corrected	changelog	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	763	| v1.19 | 2026-08-11 | **Two stale references in v1.18's own record corrected; no number changed.** (1) *A reproduction command that could not be run.* The row above named the flag `--recount-c5-rung`, which has never existed on any ref; the real one is `--recount-rung`. The body carried the identical error and it was fixed the same day (commit `5d04b8d6`), but the revision row was missed, so a re [...truncated]
CHA-2f7a8469	2026-08-21	C3	correction	changelog	reports/TR11_EXACT_COUNTING_BY_SYMMETRY_QUOTIENT.md	764	| v1.20 | 2026-08-21 | **The Verification Guide's `verify.c` build line did not link (`-lm` missing) — third site of the day's `-lm` correction.** The 2026-08-21 pass that fixed VERIFY.md and METHODS.md (`0fb3b859`) corrected two of the three sites documenting the `-lm`-less verify.c build line; this report's §10(vi) Verification-Guide line was the third and was missed — ironically in a parentheti [...truncated]
